Seed,WiFi_Nodes,NRU_Nodes,WiFi_CW_Min,WiFi_CW_Max,NRU_CW_Min,NRU_CW_Max,WiFi_Throughput,NRU_Throughput,Total_Throughput,WiFi_PLR,NRU_PLR,WiFi_Latency,NRU_Latency,WiFi_Access_Delay,NRU_Access_Delay,WiFi_SINR,NRU_SINR,Traditional_Fairness,Jains_Fairness,Joint_Metric,WiFi_COT,NRU_COT,Total_COT,WiFi_Efficiency,NRU_Efficiency,Total_Efficiency
3,3,1,435,511,7,28,467.23797,458.40000000000003,925.63797,0.009262322196493549,0.0,0,0,1993.7619913992723,74.5,39.333333333328746,-6.882887292529541e-12,0.9704516291165797,0.7570842064277981,0.8981458661021142,0.5434926666666666,0.382,0.9254926666666666,0.5391,0.382,0.9211
4,3,1,440,511,7,28,456.94157400000006,472.56,929.5015740000001,0.008127328140873687,0.0,0,0,2012.1842194378598,74.5,39.333333333328746,-6.882887292529541e-12,0.9783292970181241,0.7373624778046649,0.9052636213557163,0.5315158666666666,0.3938,0.9253158666666667,0.52722,0.3938,0.92102
5,3,1,440,511,7,28,460.99773000000005,466.8,927.79773,0.007389989922741014,0.0,0,0,2009.2643600940544,74.5,39.333333333328746,-6.882887292529541e-12,0.9753025333820639,0.7451981451334198,0.9023830641712205,0.536234,0.389,0.925234,0.5319,0.389,0.9209
6,3,1,445,511,7,28,459.905688,464.88000000000005,924.785688,0.012726054922973878,0.0,0,0,2053.46784996651,74.5,-6.882887292529541e-12,118.0,0.9750437720281012,0.7458881362002748,0.899345013731255,0.5349637333333334,0.3874,0.9223637333333333,0.53064,0.3874,0.91804
7,3,1,460,511,7,28,460.841724,464.40000000000003,925.241724,0.0117096018735363,0.0,0,0,2118.4777517564403,74.5,-6.882887292529541e-12,118.0,0.9745875381122188,0.7469504109730346,0.8995954960095801,0.5360525333333334,0.387,0.9230525333333334,0.53172,0.387,0.91872
8,3,1,460,511,7,28,445.86514800000003,484.56,930.425148,0.01038781163434903,0.0,0,0,2113.005540166205,74.5,-6.882887292529541e-12,118.0,0.9847392243514582,0.7188336720269906,0.9083547095998378,0.5186317333333333,0.4038,0.9224317333333333,0.51444,0.4038,0.91824
9,3,1,460,511,7,28,449.921304,480.0,929.921304,0.008934707903780068,0.0,0,0,2106.9896907216494,74.5,-6.882887292529541e-12,118.0,0.9824667411490485,0.7257310637113413,0.9071605344444085,0.5233498666666667,0.4,0.9233498666666666,0.51912,0.4,0.91912
10,3,1,460,511,7,28,449.29728,480.96,930.25728,0.009628610729023384,0.0,0,0,2109.862448418157,74.5,39.333333333328746,-6.882887292529541e-12,0.9828931633268045,0.7244724812514152,0.9076271364518912,0.522624,0.4008,0.923424,0.5184,0.4008,0.9192
1,3,2,445,511,22,88,338.37701400000003,659.0400000000001,997.4170140000001,0.004589261128958238,0.0,0,0,2020.8799908214776,142.0,39.333333333328746,-6.882887292529541e-12,0.9734844136153236,0.7782515659141664,0.9178022733378234,0.3936012,0.5492,0.9428012,0.39042,0.5492,0.93962
2,3,2,450,511,17,68,445.553136,486.24,931.793136,0.013812154696132596,0.0019704433497536944,0,0,2080.939226519337,119.97093596059113,39.333333333328746,-6.882887292529541e-12,0.9852300588359792,0.6997392042387712,0.9098292201571911,0.5182688,0.4052,0.9234688,0.51408,0.4052,0.91928
3,3,2,435,511,32,128,348.517404,643.68,992.197404,0.004456327985739751,0.0,0,0,1974.9465240641714,187.0,-6.882887292529541e-12,58.99999999999656,0.9810185827678536,0.7947840331618953,0.9239199003863443,0.4053965333333333,0.5364,0.9417965333333334,0.40212,0.5364,0.93852
4,3,2,445,511,22,88,456.47355600000003,473.76,930.233556,0.007125890736342043,0.0005063291139240507,0,0,2031.03919239905,142.14379746835442,39.333333333328746,-6.882887292529541e-12,0.9788227910891926,0.735568595206412,0.9061662109134021,0.5309714666666666,0.3948,0.9257714666666667,0.52668,0.3948,0.92148
5,3,2,435,511,32,128,362.24593200000004,623.04,985.285932,0.009808102345415778,0.0003850596842510589,0,0,1995.8987206823026,187.1440123219099,-6.882887292529541e-12,58.99999999999656,0.9892963622617188,0.8157550415948964,0.9304981265485109,0.4213656,0.5192,0.9405656,0.41796,0.5192,0.93716
6,3,2,435,511,32,128,358.657794,624.24,982.897794,0.016260162601626018,0.00611387084447841,0,0,2021.1585365853657,189.28658769583495,39.333333333328746,-6.882887292529541e-12,0.9880686986835107,0.8125507982275558,0.9262075618538402,0.4171918666666667,0.5202,0.9373918666666666,0.41382,0.5202,0.93402
7,3,2,435,511,32,128,392.823108,575.04,967.863108,0.008661417322834646,0.0,0,0,1991.4094488188978,187.0,39.333333333328746,-6.882887292529541e-12,0.9994345424576133,0.8561809827627125,0.9356037231634424,0.45693306666666667,0.4792,0.9361330666666666,0.45324,0.4792,0.93244
8,3,2,435,511,32,128,378.782568,597.6,976.382568,0.004918032786885246,0.0,0,0,1976.754098360656,187.0,-6.882887292529541e-12,58.99999999999656,0.9962741581009693,0.8418168966878798,0.9351039874860051,0.44060106666666665,0.498,0.9386010666666667,0.43704,0.498,0.93504
9,3,2,435,511,32,128,434.788722,508.32,943.108722,0.008890469416785207,0.00047192071731949034,0,0,1992.306187766714,187.1764983482775,39.333333333328746,-6.882887292529541e-12,0.9922472939229157,0.8212648587879499,0.9221426412137563,0.5057476,0.4236,0.9293476,0.50166,0.4236,0.92526
10,3,2,435,511,32,128,363.961998,620.88,984.841998,0.006811409110259685,0.0,0,0,1984.1666666666667,187.0,-6.882887292529541e-12,58.99999999999656,0.990106908301646,0.8184387257126992,0.9314546912391642,0.4233617333333333,0.5174,0.9407617333333333,0.41994,0.5174,0.93734
1,3,3,430,511,37,148,388.610946,581.28,969.890946,0.009542743538767396,0.0,0,0,1971.9304174950298,209.5,118.0,118.0,0.9988067814345734,0.8237982403336305,0.9353160968689532,0.45203346666666666,0.4844,0.9364334666666667,0.44838,0.4844,0.93278
2,3,3,430,511,37,148,352.26154800000006,631.44,983.7015480000001,0.02208748375920312,0.006419939577039275,0,0,2020.478562148116,212.18995468277944,-6.882887292529541e-12,39.333333333328746,0.9847563855204534,0.7681201972399312,0.9216844459389366,0.4097517333333333,0.5262,0.9359517333333334,0.40644,0.5262,0.93264
3,3,3,425,511,42,168,348.82941600000004,643.68,992.509416,0.00974313551815766,0.0,0,0,1949.767493356953,232.0,-6.882887292529541e-12,39.333333333328746,0.9811358942898255,0.8415143324990498,0.924386470891625,0.4057594666666667,0.5364,0.9421594666666666,0.40248,0.5364,0.93888
4,3,3,425,511,42,168,436.348782,507.11999999999995,943.4687819999999,0.006747159090909091,0.0004730368968779565,0,0,1938.3078835227273,232.21948912015137,39.333333333328746,-6.882887292529541e-12,0.9917257935320392,0.787676564947719,0.9224659120235602,0.5075622666666667,0.4226,0.9301622666666667,0.50346,0.4226,0.92606
5,3,3,425,511,42,168,409.047732,550.32,959.367732,0.009070294784580499,0.0,0,0,1947.1938775510205,232.0,39.333333333328746,-6.882887292529541e-12,0.999661060991407,0.8516691876416177,0.9340888934923122,0.4758056,0.4586,0.9344056,0.47196,0.4586,0.93056
6,3,3,425,511,42,168,426.52040400000004,523.6800000000001,950.2004040000002,0.009420289855072464,0.0018298261665141812,0,0,1948.5326086956522,232.84903934126257,39.333333333328746,-6.882887292529541e-12,0.9959141774104218,0.8412090199918824,0.9287197150719837,0.49612986666666664,0.4364,0.9325298666666667,0.49212,0.4364,0.92852
7,3,3,425,511,42,168,354.289626,636.0,990.289626,0.013894919669995658,0.0,0,0,1965.6480677377335,232.0,39.333333333328746,-6.882887292529541e-12,0.984583121043801,0.886812012291404,0.9275863918330722,0.4121108,0.53,0.9421108,0.40878,0.53,0.93878
8,3,3,425,511,42,168,424.18031400000007,525.12,949.3003140000001,0.010913059294288832,0.0,0,0,1954.2424518006549,232.0,-6.882887292529541e-12,39.333333333328746,0.9964196422670188,0.7968407296517452,0.9276745254517804,0.49340786666666664,0.4376,0.9310078666666667,0.48942,0.4376,0.92702
9,3,3,425,511,42,168,429.17250600000006,518.16,947.332506,0.010431654676258994,0.000462962962962963,0,0,1952.4010791366904,232.21481481481484,-6.882887292529541e-12,39.333333333328746,0.994784136918873,0.7999610208727251,0.9261587542766972,0.4992148,0.4318,0.9310148,0.49518,0.4318,0.92698
10,3,3,425,511,42,168,379.718604,595.2,974.9186040000001,0.009764035801464606,0.0012082158679017317,0,0,1949.847436940602,232.5606121627064,118.0,118.0,0.9966565961524516,0.8623046878861468,0.9345547907586462,0.44168986666666665,0.496,0.9376898666666666,0.43812,0.496,0.93412
