seed,time,wifi_cw_min,wifi_cw_max,nru_cw_min,nru_cw_max,fairness,wifi_airtime,nru_airtime
5,5000000,511,511,7,28,0.9305460746841009,588600,336000
5,6000000,511,511,7,28,0.8732138073427465,642600,288000
5,7000000,511,511,7,28,0.9011553153824653,621000,312000
5,8000000,511,511,7,28,0.9056947397614865,621000,318000
5,9000000,511,511,7,28,0.9077607875366683,615600,318000
5,10000000,511,511,7,28,0.8846211681488321,626400,294000
5,11000000,511,511,7,28,0.9162537165510406,604800,324000
5,12000000,511,511,7,28,0.8658905788221726,648000,282000
5,13000000,511,511,7,28,0.9119158280414876,604800,318000
5,14000000,511,511,7,28,0.9098346321327201,610200,318000
5,15000000,511,511,7,28,0.9324137931034483,594000,342000
5,16000000,511,511,7,28,0.9183154324477105,599400,324000
5,17000000,511,511,7,28,0.8874716755629378,631800,300000
5,18000000,511,511,7,28,0.8679763966428377,642600,282000
5,19000000,511,511,7,28,0.914003898659865,599400,318000
5,20000000,511,511,7,28,0.9077607875366683,615600,318000
5,21000000,511,511,7,28,0.8508973768982973,658800,270000
5,22000000,511,511,7,28,0.914197568574745,610200,324000
5,23000000,511,511,7,28,0.9204574066939488,604800,330000
5,24000000,511,511,7,28,0.8943894829471214,626400,306000
5,25000000,511,511,7,28,0.8563918814793071,658800,276000
5,27000000,511,511,7,28,0.9203821656050956,594000,324000
5,28000000,511,511,7,28,0.8658905788221726,648000,282000
5,29000000,511,511,7,28,0.9203821656050956,594000,324000
4,1000000,511,511,7,28,0.9204574066939488,604800,330000
4,2000000,511,511,7,28,0.9077607875366683,615600,318000
4,3000000,511,511,7,28,0.8853847024772035,637200,300000
4,4000000,511,511,7,28,0.9162537165510406,604800,324000
4,6000000,511,511,7,28,0.9380944607976371,588600,348000
4,7000000,511,511,7,28,0.926532154214582,599400,336000
4,8000000,511,511,7,28,0.9077607875366683,615600,318000
4,9000000,511,511,7,28,0.9011553153824653,621000,312000
4,10000000,511,511,7,28,0.89859046783305,615600,306000
4,11000000,511,511,7,28,0.9032421417968431,615600,312000
4,12000000,511,511,7,28,0.9077607875366683,615600,318000
4,13000000,511,511,7,28,0.9204574066939488,604800,330000
4,14000000,511,511,7,28,0.9119158280414876,604800,318000
4,15000000,511,511,7,28,0.9162537165510406,604800,324000
4,16000000,511,511,7,28,0.9162537165510406,604800,324000
4,17000000,511,511,7,28,0.9077607875366683,615600,318000
4,18000000,511,511,7,28,0.9363605432532819,583200,342000
4,19000000,511,511,7,28,0.9162537165510406,604800,324000
4,20000000,511,511,7,28,0.9245283018867925,604800,336000
4,21000000,511,511,7,28,0.8825091240402428,631800,294000
4,23000000,511,511,7,28,0.9305460746841009,588600,336000
4,24000000,511,511,7,28,0.914197568574745,610200,324000
4,25000000,511,511,7,28,0.9119158280414876,604800,318000
4,26000000,511,511,7,28,0.8943894829471214,626400,306000
4,27000000,511,511,7,28,0.9183154324477105,599400,324000
4,28000000,511,511,7,28,0.9363605432532819,583200,342000
1,1000000,506,511,12,48,0.9492772730541505,367200,588000
4,3000000,501,511,17,68,0.9232784363677876,334800,606000
1,17000000,496,511,22,88,0.9346752284514696,345600,594000
2,3000000,491,511,27,108,0.9411764705882353,356400,594000
1,29000000,486,511,32,128,0.9379785604900459,351000,594000
5,18000000,481,511,37,148,0.9442702995961179,361800,594000
5,19000000,476,511,42,168,0.9463262711960417,361800,588000
1,1000000,471,511,47,188,0.8910389697498156,286200,594000
1,2000000,466,511,52,208,0.9048738326622678,297000,582000
1,3000000,461,511,57,228,0.8861484463730804,286200,606000
1,4000000,456,511,62,248,0.8717487322100441,270000,606000
1,5000000,451,511,67,268,0.8910389697498156,286200,594000
1,6000000,446,511,72,288,0.9004940973378552,291600,582000
1,7000000,441,511,77,308,0.9156759672138619,307800,576000
1,8000000,436,511,82,328,0.8910389697498156,286200,594000
1,9000000,431,511,87,348,0.8910389697498156,286200,594000
1,10000000,426,511,92,368,0.9048738326622678,297000,582000
1,12000000,421,511,97,388,0.8863820589029991,280800,594000
1,13000000,416,511,102,408,0.9180860947661815,307800,570000
1,14000000,411,511,107,428,0.8980290758117192,291600,588000
1,15000000,406,511,112,448,0.9365553602811951,324000,552000
1,16000000,401,511,117,468,0.9329465481348611,318600,552000
1,17000000,396,511,122,488,0.8910389697498156,286200,594000
1,29000000,391,511,127,508,0.9423103653737358,329400,546000
2,11000000,386,511,132,511,0.9400414357541071,329400,552000
2,16000000,381,511,137,511,0.9445740106406239,329400,540000
3,19000000,376,511,142,511,0.935300402410318,318600,546000
1,1000000,371,511,147,511,0.9478474429355678,334800,540000
1,4000000,366,511,152,511,0.9456305771836583,334800,546000
1,5000000,361,511,157,511,0.9115629593336599,302400,576000
1,7000000,356,511,162,511,0.9342412451361868,324000,558000
1,12000000,351,511,167,511,0.9342412451361868,324000,558000
1,28000000,346,511,172,511,0.9400414357541071,329400,552000
3,25000000,341,511,177,511,0.9488299731469246,340200,546000
5,9000000,336,511,182,511,0.9400414357541071,329400,552000
1,8000000,331,511,187,511,0.9456305771836583,334800,546000
1,9000000,326,511,192,511,0.9466520362808452,340200,552000
1,14000000,321,511,197,511,0.9456305771836583,334800,546000
2,5000000,316,511,202,511,0.9235431357446777,318600,576000
1,2000000,311,511,207,511,0.944466359684724,340200,558000
1,18000000,306,511,212,511,0.9235431357446777,318600,576000
1,20000000,301,511,217,511,0.9476399626966697,345600,558000
3,12000000,296,511,222,511,0.944466359684724,340200,558000
3,24000000,291,511,227,511,0.9497799989135749,345600,552000
1,8000000,286,511,232,511,0.9411764705882353,334800,558000
1,10000000,281,511,237,511,0.9476399626966697,345600,558000
1,18000000,276,511,242,511,0.9354933033811785,329400,564000
3,10000000,271,511,247,511,0.944466359684724,340200,558000
1,1000000,276,511,242,511,0.7288403589140812,718200,174000
1,2000000,281,511,237,511,0.6191939542628112,793800,96000
1,3000000,286,511,232,511,0.7273199977121108,723600,174000
1,4000000,291,511,227,511,0.7303797400638206,712800,174000
1,5000000,296,511,222,511,0.6921657805432992,750600,150000
1,6000000,301,511,217,511,0.7303797400638206,712800,174000
1,7000000,306,511,212,511,0.7714902017323026,691200,204000
1,8000000,311,511,207,511,0.7373873009783234,712800,180000
1,9000000,316,511,202,511,0.7647346386221765,691200,198000
1,10000000,321,511,197,511,0.7629904428890029,696600,198000
1,11000000,326,511,192,511,0.8256936067551267,648000,240000
1,12000000,331,511,187,511,0.773281722359778,685800,204000
1,13000000,336,511,182,511,0.7647346386221765,691200,198000
1,14000000,341,511,177,511,0.8154001166675505,658800,234000
1,15000000,346,511,172,511,0.7902757619738752,675000,216000
1,16000000,351,511,167,511,0.7921771913289349,669600,216000
1,17000000,356,511,162,511,0.8134044596598742,664200,234000
1,18000000,361,511,157,511,0.8359867401677851,637200,246000
1,19000000,366,511,152,511,0.8090657509162936,658800,228000
1,20000000,371,511,147,511,0.8318096665417759,648000,246000
1,21000000,376,511,142,511,0.8953716215397612,599400,294000
1,22000000,381,511,137,511,0.8216159296545704,658800,240000
1,24000000,386,511,132,511,0.9286869776220006,572400,324000
1,25000000,391,511,127,508,0.9045824634741633,588600,300000
1,26000000,396,511,122,488,0.9347462411911085,567000,330000
1,27000000,401,511,117,468,0.9179512195121952,567000,306000
2,2000000,406,511,112,448,0.9461890394509845,556200,342000
2,5000000,411,511,107,428,0.9286869776220006,572400,324000
2,7000000,416,511,102,408,0.9425843337491016,556200,336000
2,12000000,421,511,97,388,0.9496503806464508,556200,348000
2,13000000,426,511,92,368,0.9425843337491016,556200,336000
2,29000000,431,511,87,348,0.9385786802030457,567000,336000
3,13000000,436,511,82,328,0.9461890394509845,556200,342000
5,14000000,441,511,77,308,0.9367908935716734,561600,330000
2,3000000,436,511,82,328,0.9464841631685714,351000,570000
2,17000000,431,511,87,348,0.9485958436155243,351000,564000
3,18000000,426,511,92,368,0.9433368225583257,345600,570000
5,29000000,421,511,97,388,0.9433368225583257,345600,570000
1,3000000,416,511,102,408,0.9485958436155243,351000,564000
1,6000000,411,511,107,428,0.8924481288034884,302400,624000
1,12000000,406,511,112,448,0.9485958436155243,351000,564000
1,20000000,401,511,117,468,0.9299854375497341,334800,588000
1,9000000,396,511,122,488,0.9390119716251426,345600,582000
1,13000000,391,511,127,508,0.9411764705882353,345600,576000
4,2000000,386,511,132,511,0.9464841631685714,351000,570000
1,1000000,391,511,127,508,0.8012676564435707,680400,228000
1,2000000,396,511,122,488,0.7395497114146249,729000,186000
1,3000000,401,511,117,468,0.7342602736532948,723600,180000
1,4000000,406,511,112,448,0.7595632516556688,707400,198000
1,5000000,411,511,107,428,0.8578863389885442,626400,264000
1,6000000,416,511,102,408,0.8196075784817773,664200,240000
1,7000000,421,511,97,388,0.8316619692991185,664200,252000
1,8000000,426,511,92,368,0.881676750216076,621000,288000
1,9000000,431,511,87,348,0.8154001166675505,658800,234000
1,10000000,436,511,82,328,0.8867462299582484,621000,294000
1,11000000,441,511,77,308,0.876472864467447,621000,282000
1,12000000,446,511,72,288,0.8668408803635843,631800,276000
1,14000000,451,511,67,268,0.8931970666250585,604800,294000
1,15000000,456,511,62,248,0.8938047526783329,615600,300000
1,16000000,461,511,57,228,0.9307692307692308,567000,324000
1,17000000,466,511,52,208,0.9160983346550357,594000,318000
1,18000000,471,511,47,188,0.8910344486652034,610200,294000
1,19000000,476,511,42,168,0.9458181670293023,567000,348000
1,20000000,481,511,37,148,0.942268612599298,567000,342000
1,22000000,486,511,32,128,0.9365718843261018,572400,336000
1,26000000,491,511,27,108,0.9365718843261018,572400,336000
2,2000000,496,511,22,88,0.9183154324477105,599400,324000
2,13000000,501,511,17,68,0.9286112866035322,583200,330000
5,10000000,506,511,12,48,0.9286112866035322,583200,330000
1,1000000,501,511,17,68,0.9009204746529758,313200,624000
1,4000000,496,511,22,88,0.9453613411082323,356400,582000
1,5000000,491,511,27,108,0.9009204746529758,313200,624000
1,9000000,486,511,32,128,0.9232784363677876,334800,606000
3,3000000,481,511,37,148,0.9255111471719523,334800,600000
3,29000000,476,511,42,168,0.9390119716251426,345600,582000
3,1000000,471,511,47,188,0.9368445165364471,345600,588000
3,4000000,466,511,52,208,0.9453613411082323,356400,582000
1,1000000,461,511,57,228,0.9474449874297336,356400,576000
1,6000000,456,511,62,248,0.9474449874297336,356400,576000
1,9000000,451,511,67,268,0.9474449874297336,356400,576000
1,29000000,446,511,72,288,0.9453613411082323,356400,582000
1,1000000,441,511,77,308,0.9255111471719523,334800,600000
1,8000000,436,511,82,328,0.9401113136935035,351000,588000
1,1000000,441,511,77,308,0.7662387647520226,707400,204000
1,2000000,446,511,72,288,0.7810810810810811,702000,216000
1,3000000,451,511,67,268,0.772819050855481,707400,210000
1,4000000,456,511,62,248,0.8156510302498904,675000,240000
1,5000000,461,511,57,228,0.7662387647520226,707400,204000
1,6000000,466,511,52,208,0.8753081184234939,637200,288000
1,7000000,471,511,47,188,0.9053379770964575,610200,312000
1,8000000,476,511,42,168,0.8090657509162936,658800,228000
1,9000000,481,511,37,148,0.7974915460644347,691200,228000
1,10000000,486,511,32,128,0.8056256594739019,685800,234000
1,11000000,491,511,27,108,0.9245283018867925,594000,330000
1,12000000,496,511,22,88,0.9224533298882501,588600,324000
1,13000000,501,511,17,68,0.9224533298882501,588600,324000
1,15000000,506,511,12,48,0.9305460746841009,588600,336000
1,17000000,511,511,7,28,0.9224533298882501,588600,324000
1,22000000,511,511,7,28,0.9286112866035322,583200,330000
1,23000000,511,511,7,28,0.9419636816538466,577800,348000
1,25000000,511,511,7,28,0.9477375595465882,561600,348000
1,26000000,511,511,7,28,0.9458181670293023,567000,348000
1,28000000,511,511,7,28,0.9265686110963971,588600,330000
2,1000000,511,511,7,28,0.9265686110963971,588600,330000
2,7000000,511,511,7,28,0.9162537165510406,604800,324000
2,8000000,511,511,7,28,0.9245283018867925,594000,330000
2,11000000,511,511,7,28,0.9473476732135023,572400,354000
2,12000000,511,511,7,28,0.9383323391379967,577800,342000
2,13000000,511,511,7,28,0.9383323391379967,577800,342000
2,16000000,511,511,7,28,0.9383323391379967,577800,342000
2,17000000,511,511,7,28,0.914197568574745,610200,324000
2,20000000,511,511,7,28,0.9492295296605902,567000,354000
2,23000000,511,511,7,28,0.9419636816538466,577800,348000
2,26000000,511,511,7,28,0.9438932191804998,572400,348000
2,27000000,511,511,7,28,0.9492295296605902,567000,354000
2,28000000,511,511,7,28,0.9098346321327201,610200,318000
3,1000000,511,511,7,28,0.9203821656050956,594000,324000
3,2000000,511,511,7,28,0.9162537165510406,604800,324000
3,4000000,511,511,7,28,0.9438932191804998,572400,348000
3,9000000,511,511,7,28,0.9032421417968431,615600,312000
3,10000000,511,511,7,28,0.9438932191804998,572400,348000
3,11000000,511,511,7,28,0.9325547686556727,583200,336000
3,12000000,511,511,7,28,0.9438932191804998,572400,348000
3,17000000,511,511,7,28,0.9053379770964575,610200,312000
3,18000000,511,511,7,28,0.9183154324477105,599400,324000
3,23000000,511,511,7,28,0.9345636353526962,577800,336000
3,25000000,511,511,7,28,0.9419636816538466,577800,348000
3,27000000,511,511,7,28,0.9473476732135023,572400,354000
4,3000000,511,511,7,28,0.9400304718135725,583200,348000
4,4000000,511,511,7,28,0.9119158280414876,604800,318000
4,5000000,511,511,7,28,0.9458181670293023,567000,348000
4,6000000,511,511,7,28,0.9419636816538466,577800,348000
4,11000000,511,511,7,28,0.9305460746841009,588600,336000
4,12000000,511,511,7,28,0.89859046783305,615600,306000
4,13000000,511,511,7,28,0.9204574066939488,604800,330000
4,14000000,511,511,7,28,0.9325547686556727,583200,336000
4,16000000,511,511,7,28,0.9265686110963971,588600,330000
4,17000000,511,511,7,28,0.9400304718135725,583200,348000
4,18000000,511,511,7,28,0.9419636816538466,577800,348000
4,19000000,511,511,7,28,0.9245283018867925,594000,330000
4,20000000,511,511,7,28,0.9492295296605902,567000,354000
4,21000000,511,511,7,28,0.9473476732135023,572400,354000
4,22000000,511,511,7,28,0.9438932191804998,572400,348000
4,24000000,511,511,7,28,0.9400304718135725,583200,348000
4,25000000,511,511,7,28,0.9345636353526962,577800,336000
4,26000000,511,511,7,28,0.9473476732135023,572400,354000
4,27000000,511,511,7,28,0.9203821656050956,594000,324000
5,2000000,511,511,7,28,0.9492295296605902,567000,354000
5,3000000,511,511,7,28,0.9138028376952223,588600,312000
5,5000000,511,511,7,28,0.9419636816538466,577800,348000
5,6000000,511,511,7,28,0.9325547686556727,583200,336000
5,8000000,511,511,7,28,0.9419636816538466,577800,348000
5,9000000,511,511,7,28,0.9305460746841009,588600,336000
5,11000000,511,511,7,28,0.9438932191804998,572400,348000
5,13000000,511,511,7,28,0.9383323391379967,577800,342000
5,17000000,511,511,7,28,0.9224910246128223,599400,330000
5,19000000,511,511,7,28,0.9438932191804998,572400,348000
5,20000000,511,511,7,28,0.9473476732135023,572400,354000
5,21000000,511,511,7,28,0.9245283018867925,594000,330000
5,22000000,511,511,7,28,0.89859046783305,615600,306000
5,27000000,511,511,7,28,0.9438932191804998,572400,348000
1,26000000,506,511,12,48,0.948375595722222,361800,582000
3,3000000,511,511,7,28,0.9119158280414876,604800,318000
3,5000000,511,511,7,28,0.9245283018867925,594000,330000
3,28000000,511,511,7,28,0.9492295296605902,567000,354000
4,2000000,511,511,7,28,0.9325547686556727,583200,336000
4,3000000,511,511,7,28,0.926532154214582,599400,336000
4,4000000,511,511,7,28,0.9419636816538466,577800,348000
4,17000000,511,511,7,28,0.9419636816538466,577800,348000
4,22000000,511,511,7,28,0.9438932191804998,572400,348000
4,24000000,511,511,7,28,0.92853830099714,594000,336000
5,24000000,506,511,12,48,0.9463262711960417,361800,588000
1,1000000,501,511,17,68,0.9411764705882353,356400,594000
1,12000000,496,511,22,88,0.9411764705882353,356400,594000
5,24000000,491,511,27,108,0.9325051660339276,345600,600000
1,1000000,486,511,32,128,0.8898317483021073,307800,642000
1,4000000,481,511,37,148,0.9379785604900459,351000,594000
1,27000000,476,511,42,168,0.9463262711960417,361800,588000
1,23000000,471,511,47,188,0.9492772730541505,367200,588000
3,26000000,466,511,52,208,0.948375595722222,361800,582000
4,11000000,461,511,57,228,0.948375595722222,361800,582000
1,1000000,466,511,52,208,0.7645283651528805,712800,204000
1,2000000,471,511,47,188,0.7529453513129879,729000,198000
1,3000000,476,511,42,168,0.8075401792419766,680400,234000
1,4000000,481,511,37,148,0.7937950175113989,702000,228000
1,5000000,486,511,32,128,0.8217144152469965,675000,246000
1,6000000,491,511,27,108,0.8452820317837857,658800,264000
1,7000000,496,511,22,88,0.8276642221875488,675000,252000
1,8000000,501,511,17,68,0.89859046783305,615600,306000
1,9000000,506,511,12,48,0.8753081184234939,637200,288000
1,10000000,511,511,7,28,0.8825091240402428,631800,294000
1,11000000,511,511,7,28,0.9053379770964575,610200,312000
1,12000000,511,511,7,28,0.8584489964730405,653400,276000
1,13000000,511,511,7,28,0.9400304718135725,583200,348000
1,14000000,511,511,7,28,0.8964847050870374,621000,306000
1,15000000,511,511,7,28,0.8990778748779713,626400,312000
1,16000000,511,511,7,28,0.934387431919401,588600,342000
1,17000000,511,511,7,28,0.92853830099714,594000,336000
1,18000000,511,511,7,28,0.92853830099714,594000,336000
1,19000000,511,511,7,28,0.9224910246128223,599400,330000
1,20000000,511,511,7,28,0.9011553153824653,621000,312000
1,21000000,511,511,7,28,0.9162537165510406,604800,324000
1,22000000,511,511,7,28,0.9162537165510406,604800,324000
1,23000000,511,511,7,28,0.8895708451746949,626400,300000
1,24000000,511,511,7,28,0.9056947397614865,621000,318000
1,25000000,511,511,7,28,0.8874716755629378,631800,300000
1,26000000,511,511,7,28,0.8938047526783329,615600,300000
1,27000000,511,511,7,28,0.8938047526783329,615600,300000
1,28000000,511,511,7,28,0.8846211681488321,626400,294000
1,29000000,511,511,7,28,0.9183154324477105,599400,324000
2,1000000,511,511,7,28,0.8964847050870374,621000,306000
2,2000000,511,511,7,28,0.9419636816538466,577800,348000
2,3000000,511,511,7,28,0.9032421417968431,615600,312000
2,4000000,511,511,7,28,0.926532154214582,599400,336000
2,5000000,511,511,7,28,0.9011553153824653,621000,312000
2,6000000,511,511,7,28,0.8874716755629378,631800,300000
2,7000000,511,511,7,28,0.8943894829471214,626400,306000
2,8000000,511,511,7,28,0.80986400413152,691200,240000
2,9000000,511,511,7,28,0.9224910246128223,599400,330000
2,10000000,511,511,7,28,0.87741681843536,631800,288000
2,11000000,511,511,7,28,0.9032421417968431,615600,312000
2,12000000,511,511,7,28,0.8895708451746949,626400,300000
2,13000000,511,511,7,28,0.8874716755629378,631800,300000
2,14000000,511,511,7,28,0.9011553153824653,621000,312000
2,15000000,511,511,7,28,0.9077607875366683,615600,318000
2,16000000,511,511,7,28,0.8895708451746949,626400,300000
2,17000000,511,511,7,28,0.9011553153824653,621000,312000
2,18000000,511,511,7,28,0.8825091240402428,631800,294000
2,19000000,511,511,7,28,0.9032421417968431,615600,312000
2,20000000,511,511,7,28,0.8638202727994535,653400,282000
2,21000000,511,511,7,28,0.9454596701291839,577800,354000
2,22000000,511,511,7,28,0.8412236910863788,669600,264000
2,23000000,511,511,7,28,0.9203821656050956,594000,324000
2,24000000,511,511,7,28,0.8867462299582484,621000,294000
2,25000000,511,511,7,28,0.9204574066939488,604800,330000
2,26000000,511,511,7,28,0.9056947397614865,621000,318000
2,27000000,511,511,7,28,0.8584489964730405,653400,276000
2,28000000,511,511,7,28,0.9119158280414876,604800,318000
2,29000000,511,511,7,28,0.9203821656050956,594000,324000
3,1000000,511,511,7,28,0.8846211681488321,626400,294000
3,2000000,511,511,7,28,0.8563918814793071,658800,276000
3,3000000,511,511,7,28,0.926532154214582,599400,336000
3,4000000,511,511,7,28,0.934387431919401,588600,342000
3,5000000,511,511,7,28,0.8874716755629378,631800,300000
3,6000000,511,511,7,28,0.914197568574745,610200,324000
3,7000000,511,511,7,28,0.8732138073427465,642600,288000
3,8000000,511,511,7,28,0.9011553153824653,621000,312000
3,9000000,511,511,7,28,0.914197568574745,610200,324000
3,10000000,511,511,7,28,0.9121475054229935,615600,324000
3,11000000,511,511,7,28,0.8732138073427465,642600,288000
3,12000000,511,511,7,28,0.8563918814793071,658800,276000
3,13000000,511,511,7,28,0.9324137931034483,594000,342000
3,14000000,511,511,7,28,0.9204574066939488,604800,330000
3,15000000,511,511,7,28,0.9265686110963971,588600,330000
3,16000000,511,511,7,28,0.8658905788221726,648000,282000
3,17000000,511,511,7,28,0.9224910246128223,599400,330000
3,18000000,511,511,7,28,0.8732138073427465,642600,288000
3,19000000,511,511,7,28,0.8964847050870374,621000,306000
3,20000000,511,511,7,28,0.9011553153824653,621000,312000
3,21000000,511,511,7,28,0.8732138073427465,642600,288000
3,22000000,511,511,7,28,0.9074424158002089,604800,312000
3,23000000,511,511,7,28,0.8711340206185567,648000,288000
3,24000000,511,511,7,28,0.8964847050870374,621000,306000
3,25000000,511,511,7,28,0.9119158280414876,604800,318000
3,26000000,511,511,7,28,0.8584489964730405,653400,276000
3,27000000,511,511,7,28,0.8334999396770135,675000,258000
3,28000000,511,511,7,28,0.9203821656050956,594000,324000
3,29000000,511,511,7,28,0.8964847050870374,621000,306000
4,1000000,511,511,7,28,0.92853830099714,594000,336000
4,2000000,511,511,7,28,0.9011553153824653,621000,312000
4,3000000,511,511,7,28,0.8990778748779713,626400,312000
4,4000000,511,511,7,28,0.8888840758182392,615600,294000
4,5000000,511,511,7,28,0.9324137931034483,594000,342000
4,6000000,511,511,7,28,0.943566476188119,583200,354000
4,7000000,511,511,7,28,0.9053379770964575,610200,312000
4,8000000,511,511,7,28,0.9162537165510406,604800,324000
4,9000000,511,511,7,28,0.9454596701291839,577800,354000
4,10000000,511,511,7,28,0.8488569969935901,664200,270000
4,11000000,511,511,7,28,0.9011553153824653,621000,312000
4,12000000,511,511,7,28,0.8916819618157392,621000,300000
4,13000000,511,511,7,28,0.8916819618157392,621000,300000
4,14000000,511,511,7,28,0.8825091240402428,631800,294000
4,15000000,511,511,7,28,0.9077607875366683,615600,318000
4,16000000,511,511,7,28,0.8895708451746949,626400,300000
4,17000000,511,511,7,28,0.87741681843536,631800,288000
4,18000000,511,511,7,28,0.8679763966428377,642600,282000
4,19000000,511,511,7,28,0.9162537165510406,604800,324000
4,20000000,511,511,7,28,0.9098346321327201,610200,318000
4,21000000,511,511,7,28,0.8825091240402428,631800,294000
4,22000000,511,511,7,28,0.9324137931034483,594000,342000
4,23000000,511,511,7,28,0.8895708451746949,626400,300000
4,24000000,511,511,7,28,0.8853847024772035,637200,300000
4,25000000,511,511,7,28,0.9011553153824653,621000,312000
4,26000000,511,511,7,28,0.9098346321327201,610200,318000
4,27000000,511,511,7,28,0.8964847050870374,621000,306000
4,28000000,511,511,7,28,0.8943894829471214,626400,306000
4,29000000,511,511,7,28,0.9098346321327201,610200,318000
5,1000000,511,511,7,28,0.9438932191804998,572400,348000
5,2000000,511,511,7,28,0.8508973768982973,658800,270000
5,3000000,511,511,7,28,0.9056947397614865,621000,318000
5,5000000,511,511,7,28,0.9305460746841009,588600,336000
5,6000000,511,511,7,28,0.8732138073427465,642600,288000
5,7000000,511,511,7,28,0.9011553153824653,621000,312000
5,8000000,511,511,7,28,0.9056947397614865,621000,318000
5,9000000,511,511,7,28,0.9077607875366683,615600,318000
5,10000000,511,511,7,28,0.8846211681488321,626400,294000
5,11000000,511,511,7,28,0.9162537165510406,604800,324000
5,12000000,511,511,7,28,0.8658905788221726,648000,282000
5,13000000,511,511,7,28,0.9119158280414876,604800,318000
5,14000000,511,511,7,28,0.9098346321327201,610200,318000
5,15000000,511,511,7,28,0.9324137931034483,594000,342000
5,16000000,511,511,7,28,0.9183154324477105,599400,324000
5,17000000,511,511,7,28,0.8874716755629378,631800,300000
5,18000000,511,511,7,28,0.8679763966428377,642600,282000
5,19000000,511,511,7,28,0.914003898659865,599400,318000
5,20000000,511,511,7,28,0.9077607875366683,615600,318000
5,21000000,511,511,7,28,0.8508973768982973,658800,270000
5,22000000,511,511,7,28,0.914197568574745,610200,324000
5,23000000,511,511,7,28,0.9204574066939488,604800,330000
5,24000000,511,511,7,28,0.8943894829471214,626400,306000
5,25000000,511,511,7,28,0.8563918814793071,658800,276000
5,27000000,511,511,7,28,0.9203821656050956,594000,324000
5,28000000,511,511,7,28,0.8658905788221726,648000,282000
5,29000000,511,511,7,28,0.9203821656050956,594000,324000
4,1000000,511,511,7,28,0.9204574066939488,604800,330000
4,2000000,511,511,7,28,0.9077607875366683,615600,318000
4,3000000,511,511,7,28,0.8853847024772035,637200,300000
4,4000000,511,511,7,28,0.9162537165510406,604800,324000
4,6000000,511,511,7,28,0.9380944607976371,588600,348000
4,7000000,511,511,7,28,0.926532154214582,599400,336000
4,8000000,511,511,7,28,0.9077607875366683,615600,318000
4,9000000,511,511,7,28,0.9011553153824653,621000,312000
4,10000000,511,511,7,28,0.89859046783305,615600,306000
4,11000000,511,511,7,28,0.9032421417968431,615600,312000
4,12000000,511,511,7,28,0.9077607875366683,615600,318000
4,13000000,511,511,7,28,0.9204574066939488,604800,330000
4,14000000,511,511,7,28,0.9119158280414876,604800,318000
4,15000000,511,511,7,28,0.9162537165510406,604800,324000
4,16000000,511,511,7,28,0.9162537165510406,604800,324000
4,17000000,511,511,7,28,0.9077607875366683,615600,318000
4,18000000,511,511,7,28,0.9363605432532819,583200,342000
4,19000000,511,511,7,28,0.9162537165510406,604800,324000
4,20000000,511,511,7,28,0.9245283018867925,604800,336000
4,21000000,511,511,7,28,0.8825091240402428,631800,294000
4,23000000,511,511,7,28,0.9305460746841009,588600,336000
4,24000000,511,511,7,28,0.914197568574745,610200,324000
4,25000000,511,511,7,28,0.9119158280414876,604800,318000
4,26000000,511,511,7,28,0.8943894829471214,626400,306000
4,27000000,511,511,7,28,0.9183154324477105,599400,324000
4,28000000,511,511,7,28,0.9363605432532819,583200,342000
1,1000000,506,511,12,48,0.9492772730541505,367200,588000
4,3000000,501,511,17,68,0.9232784363677876,334800,606000
1,17000000,496,511,22,88,0.9346752284514696,345600,594000
2,3000000,491,511,27,108,0.9411764705882353,356400,594000
1,29000000,486,511,32,128,0.9379785604900459,351000,594000
5,18000000,481,511,37,148,0.9442702995961179,361800,594000
5,19000000,476,511,42,168,0.9463262711960417,361800,588000
2,1000000,70,280,7,28,0.5,928800,0
2,2000000,75,300,7,28,0.5,934200,0
2,3000000,80,320,7,28,0.5,923400,0
2,4000000,85,340,7,28,0.5,923400,0
2,5000000,90,360,7,28,0.5,918000,0
2,6000000,95,380,7,28,0.5,912600,0
2,7000000,100,400,7,28,0.5,907200,0
2,8000000,105,420,7,28,0.5,912600,0
2,9000000,110,440,7,28,0.5,907200,0
2,10000000,115,460,7,28,0.5,907200,0
2,11000000,120,480,7,28,0.5,907200,0
2,12000000,125,500,7,28,0.5,891000,0
2,13000000,130,511,7,28,0.5,891000,0
2,14000000,135,511,7,28,0.5,891000,0
2,15000000,140,511,7,28,0.5,880200,0
2,16000000,145,511,7,28,0.5,885600,0
2,17000000,150,511,7,28,0.5,874800,0
2,18000000,155,511,7,28,0.5,880200,0
2,19000000,160,511,7,28,0.5,864000,0
2,20000000,165,511,7,28,0.5,864000,0
2,21000000,170,511,7,28,0.5,869400,0
2,22000000,175,511,7,28,0.5,864000,0
2,23000000,180,511,7,28,0.5,864000,0
2,24000000,185,511,7,28,0.5,858600,0
2,25000000,190,511,7,28,0.5,847800,0
2,26000000,195,511,7,28,0.5,853200,0
2,27000000,200,511,7,28,0.5,847800,0
2,28000000,205,511,7,28,0.5,847800,0
2,29000000,210,511,7,28,0.5,837000,0
3,1000000,215,511,7,28,0.5,837000,0
3,2000000,220,511,7,28,0.5,831600,0
3,3000000,225,511,7,28,0.5,837000,0
3,4000000,230,511,7,28,0.5,826200,0
3,5000000,235,511,7,28,0.5,820800,0
